Question,Answer,File,URL
What should we do if our event's schedule changes after booking an Elder or Knowledge Sharer?,Please email the Elders Program Coordinator at iscelder@sfu.ca as soon as possible and we will try to accommodate the updated request.,0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
How are Elders or Knowledge Sharers briefed about the events they attend?,"Elders/Knowledge Sharers are given the event details that the requester provides in the request. Please share as much information and details as possible in the event description and Elder duties, in order for the Elder/Knowledge Sharer to connect with the event themes and agenda as much as possible.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
Can we promote the participation of Elders or Knowledge Sharers through our marketing channels?,"Yes, once participation has been confirmed, Elder/Knowledge Sharer participation can be shared throughout your marketing process. Please refer to the ISC website here for bios and pictures.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
Why is it customary to present a gift to an Elder or Knowledge Sharer?,"To show respect and thanks for their contributions to your event, meeting, ceremony etc. The exchange of a small gift mirrors a contractual agreement between two parties: the Elder or Knowledge Sharer agrees to fulfill the request, and the person presenting the gift commits to caring for the Elder or Knowledge Sharer from the moment of the request to the follow-up after the event. It represents a mutual understanding and commitment, honoring the importance of reciprocity and respect in the relationship.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
What are the costs associated with booking an Elder or Knowledge Sharer?,Please refer to the honorarium section at the bottom of the Elder Request Form webpage here.,0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
What is the cancellation policy for booking an Elder or Knowledge Sharer?,"By the Organizer:
- If the event is canceled within 72 hours (3 days) of the scheduled time, the full honorarium must still be provided to the Elder or Knowledge Sharer",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
When should payment be provided to the Elder or Knowledge Sharer?,Payment to the Elder or Knowledge Sharer should be provided immediately after their participation has concluded at your event. It is customary to gift the honorarium at this time to show respect and appreciation for their contribution.,0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
What happens if an Elder or Knowledge Sharer becomes unavailable on the day of the event?,The ISC staff or the Elder will notify you via email and/or phone call in the event of a cancellation.,0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
How can we give feedback about our experience with the Elder or Knowledge Sharer?,"After your event has concluded, the ISC will email you with a follow-up survey. We ask all organizers to please complete this survey to let us know how the Elder/Knowledge Sharer participation in your event went and how we might be able to improve our program for the future.",0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
Who can I contact for further inquiries about the Elders Program?,You can contact the Elders Program Coordinator at iscelder@sfu.ca.,0_21,https://www.sfu.ca/students/indigenous/elders/ElderProgramFAQ.html
What is the purpose of the ISC at SFU?,"To foster and grow the Indigenous community at SFU by providing opportunities for students to gain work experience, engage with the community and culture, and support Indigenous students.",0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
Who does the ISC aim to serve and support?,Members of the SFU Indigenous community,0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
What is the role of the Indigenous Student Ambassador (ISA)?,"The Indigenous Student Ambassador (ISA) represents the ISC, serves members of the SFU Indigenous community, provides a welcoming atmosphere, engages students in initiatives and events, responds to inquiries, contributes to social media, maintains ISC spaces, and supports related activities.",0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
On which SFU campuses are ISA positions available?,Burnaby and Surrey,0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
What are the key responsibilities of an Indigenous Student Ambassador?,"Providing a welcoming atmosphere for students visiting the ISC spaces and student engagement initiatives, student support initiatives and ISC events, responding to in-person and online inquiries, actively contributing to social media initiatives, maintaining the ISC spaces, and supporting activities.",0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
How can I apply for the ISA position?,If you are interested in this opportunity please reach out to Treena Chambers at treena_chambers@sfu.ca.,0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
Is the hiring period for Fall 2025 and Spring 2026 still open?,"No, the hiring for Fall 2025 and Spring 2026 is now closed.",0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
Who should I contact if I am interested in applying for the ISA position?,Treena Chambers at treena_chambers@sfu.ca,0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
What is the contact email for inquiries about the ISA position?,treena_chambers@sfu.ca,0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
Where are SFU’s campuses located?,Burnaby and Surrey,0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
What communities’ territories do SFU campuses reside on?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
Does the ISC encourage students to get involved in community and cultural activities?,Yes,0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
Are there opportunities for students to develop work experience through the ISC?,Yes.,0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
What kinds of initiatives will ISC ambassadors be involved in?,"Student engagement initiatives  
Student support initiatives  
ISC events  
Social media initiatives",0_6_1_1_34,http://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/isc-job-opportunities.html
